fir_number,timestamp,ps_name,area,lat,lng,incident_type,severity,weapon_involved,reported_to_police,source,hour,day_of_week
PAK/1024/2024,2024-03-26 11:30:40,Pak Colony,Pak Colony,24.916367,66.991492,motorcycle_theft,HIGH,none,yes,karachi_police_fir,11,Tuesday
TEE/1032/2024,2024-03-27 19:41:37,Teen Talwar,Teen Talwar,24.813468,67.030298,car_theft,MEDIUM,none,yes,karachi_police_fir,19,Wednesday
NAP/1033/2024,2024-03-28 22:17:37,Napier,Saddar,24.869076,67.003472,mobile_snatching,HIGH,none,yes,karachi_police_fir,22,Thursday
SUR/1014/2024,2024-03-29 03:23:27,Surjani,Surjani Town,24.99588,67.042494,motorcycle_theft,HIGH,knife,yes,karachi_police_fir,3,Friday
BAL/1011/2024,2024-04-01 09:02:42,Baldia,Baldia Town,24.912889,66.994417,mugging,MEDIUM,none,yes,karachi_police_fir,9,Monday
MOM/1046/2024,2024-04-02 00:49:31,Mominabad,Orangi Town,24.944746,67.003586,motorcycle_theft,HIGH,none,yes,karachi_police_fir,0,Tuesday
MOM/1024/2024,2024-04-02 02:34:58,Mominabad,Orangi Town,24.93083,66.993364,motorcycle_theft,HIGH,none,yes,karachi_police_fir,2,Tuesday
DHA/1002/2024,2024-04-02 19:48:01,DHA Phase 4,DHA Phase 4,24.795697,67.066136,motorcycle_theft,HIGH,none,yes,karachi_police_fir,19,Tuesday
GUL/1017/2024,2024-04-03 12:24:12,Gulberg,Gulberg,24.92231,67.091427,motorcycle_theft,HIGH,none,yes,karachi_police_fir,12,Wednesday
MOM/1022/2024,2024-04-04 11:35:07,Mominabad,Orangi Town,24.935407,66.985878,motorcycle_theft,HIGH,knife,yes,karachi_police_fir,11,Thursday
PIR/1008/2024,2024-04-05 23:35:45,Pirabad,Orangi Town,24.936084,66.994757,vehicle_hijacking,CRITICAL,firearm,yes,karachi_police_fir,23,Friday
KOR/1008/2024,2024-04-06 18:11:47,Korangi Creek,DHA Phase 8,24.806817,67.107947,robbery,HIGH,firearm,yes,karachi_police_fir,18,Saturday
BAL/1027/2024,2024-04-08 11:14:42,Baldia,Baldia Town,24.902472,66.985901,motorcycle_theft,HIGH,none,yes,karachi_police_fir,11,Monday
KHA/1011/2024,2024-04-09 12:31:12,Kharadar,Saddar,24.855968,67.006149,motorcycle_theft,HIGH,none,yes,karachi_police_fir,12,Tuesday
NEW/1005/2024,2024-04-13 17:35:32,New Karachi,New Karachi,24.973939,67.074914,motorcycle_theft,HIGH,none,yes,karachi_police_fir,17,Saturday
TEE/1001/2024,2024-04-14 18:28:50,Teen Talwar,Teen Talwar,24.806506,67.032467,mobile_snatching,HIGH,firearm,yes,karachi_police_fir,18,Sunday
NEW/1031/2024,2024-04-16 13:36:52,New Karachi,New Karachi,24.965664,67.071335,motorcycle_theft,HIGH,none,yes,karachi_police_fir,13,Tuesday
TEE/1008/2024,2024-04-16 23:23:58,Teen Talwar,Teen Talwar,24.81289,67.026307,motorcycle_theft,CRITICAL,knife,yes,karachi_police_fir,23,Tuesday
GAR/1013/2024,2024-04-19 18:54:14,Garden,Saddar,24.875911,67.024691,motorcycle_theft,HIGH,none,yes,karachi_police_fir,18,Friday
FER/1005/2024,2024-04-20 10:37:54,Ferozabad,Gulshan-e-Iqbal,24.913415,67.088909,robbery,HIGH,firearm,yes,karachi_police_fir,10,Saturday
KHA/1004/2024,2024-04-20 19:44:37,Kharadar,Saddar,24.856165,67.005225,mobile_snatching,HIGH,firearm,yes,karachi_police_fir,19,Saturday
MOM/1041/2024,2024-04-20 19:59:04,Mominabad,Orangi Town,24.934757,66.991174,motorcycle_theft,HIGH,none,yes,karachi_police_fir,19,Saturday
SOH/1002/2024,2024-04-20 21:23:26,Sohrab Goth,Sohrab Goth,24.954387,67.058403,motorcycle_theft,CRITICAL,knife,yes,karachi_police_fir,21,Saturday
TEE/1014/2024,2024-04-22 22:20:51,Teen Talwar,Teen Talwar,24.806988,67.032763,vehicle_hijacking,CRITICAL,knife,yes,karachi_police_fir,22,Monday
BAH/1007/2024,2024-04-28 01:15:39,Bahria Town,Bahria Town,24.857494,67.262115,mobile_snatching,HIGH,knife,yes,karachi_police_fir,1,Sunday
LAN/1032/2024,2024-05-05 00:37:29,Landhi,Landhi,24.85867,67.162,mobile_snatching,HIGH,firearm,yes,karachi_police_fir,0,Sunday
KAL/1008/2024,2024-05-06 01:51:57,Kalakot,Lyari,24.847316,66.9959,mobile_snatching,HIGH,none,yes,karachi_police_fir,1,Monday
KAL/1006/2024,2024-05-07 15:49:44,Kalakot,Lyari,24.857012,66.993092,mobile_snatching,HIGH,firearm,yes,karachi_police_fir,15,Tuesday
PAK/1026/2024,2024-05-08 06:41:15,Pak Colony,Pak Colony,24.902572,66.987719,motorcycle_theft,HIGH,none,yes,karachi_police_fir,6,Wednesday
LAN/1031/2024,2024-05-10 20:50:29,Landhi,Landhi,24.855321,67.164678,mobile_snatching,HIGH,knife,yes,karachi_police_fir,20,Friday
BAG/1019/2024,2024-05-13 09:09:16,Baghdadi,Lyari,24.85239,67.000919,motorcycle_theft,HIGH,none,yes,karachi_police_fir,9,Monday
PAK/1020/2024,2024-05-14 00:39:45,Pak Colony,Pak Colony,24.912569,66.994123,motorcycle_theft,HIGH,none,yes,karachi_police_fir,0,Tuesday
KHA/1007/2024,2024-05-15 07:19:21,Kharadar,Saddar,24.849477,67.005123,motorcycle_theft,HIGH,none,yes,karachi_police_fir,7,Wednesday
LAN/1024/2024,2024-05-15 18:11:16,Landhi,Landhi,24.86611,67.161727,motorcycle_theft,HIGH,knife,yes,karachi_police_fir,18,Wednesday
KEM/1016/2024,2024-05-16 07:16:44,Kemari,Kemari,24.847305,66.971595,mobile_snatching,HIGH,firearm,yes,karachi_police_fir,7,Thursday
BAG/1014/2024,2024-05-16 22:29:23,Baghdadi,Lyari,24.856163,66.996974,motorcycle_theft,CRITICAL,none,yes,karachi_police_fir,22,Thursday
TEE/1013/2024,2024-05-26 01:55:16,Teen Talwar,Teen Talwar,24.811647,67.024461,car_theft,MEDIUM,none,yes,karachi_police_fir,1,Sunday
NAP/1009/2024,2024-05-27 17:31:28,Napier,Saddar,24.864592,67.007756,mobile_snatching,HIGH,firearm,yes,karachi_police_fir,17,Monday
MOM/1016/2024,2024-05-28 15:39:58,Mominabad,Orangi Town,24.942962,66.995386,vehicle_hijacking,HIGH,knife,yes,karachi_police_fir,15,Tuesday
MAL/1011/2024,2024-05-29 00:45:22,Malir,Malir,24.9015,67.186085,mobile_snatching,HIGH,firearm,yes,karachi_police_fir,0,Wednesday
BAG/1016/2024,2024-05-29 07:26:47,Baghdadi,Lyari,24.864521,66.985178,mobile_snatching,HIGH,firearm,yes,karachi_police_fir,7,Wednesday
ORA/1036/2024,2024-05-30 13:53:36,Orangi 5,Orangi Town,24.942932,66.999897,motorcycle_theft,HIGH,knife,yes,karachi_police_fir,13,Thursday
KAL/1026/2024,2024-05-31 18:15:14,Kalakot,Lyari,24.852392,66.992528,vehicle_hijacking,HIGH,firearm,yes,karachi_police_fir,18,Friday
CLI/1006/2024,2024-05-31 20:48:08,Clifton,Clifton,24.810319,67.022145,mobile_snatching,HIGH,firearm,yes,karachi_police_fir,20,Friday
NAP/1003/2024,2024-06-02 21:27:10,Napier,Saddar,24.860846,67.010553,mugging,MEDIUM,blunt_object,yes,karachi_police_fir,21,Sunday
BAL/1035/2024,2024-06-03 23:45:13,Baldia,Baldia Town,24.90343,66.987392,mobile_snatching,HIGH,firearm,yes,karachi_police_fir,23,Monday
ORA/1041/2024,2024-06-04 09:35:45,Orangi 5,Orangi Town,24.950642,67.003079,mobile_snatching,HIGH,firearm,yes,karachi_police_fir,9,Tuesday
GUL/1011/2024,2024-06-06 12:48:09,Gulshan Iqbal,Gulshan-e-Iqbal,24.924139,67.102356,robbery,HIGH,firearm,yes,karachi_police_fir,12,Thursday
SUR/1033/2024,2024-06-06 16:22:46,Surjani,Surjani Town,24.996258,67.03362,mobile_snatching,HIGH,firearm,yes,karachi_police_fir,16,Thursday
KAL/1027/2024,2024-06-07 22:16:17,Kalakot,Lyari,24.851981,66.991607,mobile_snatching,CRITICAL,firearm,yes,karachi_police_fir,22,Friday
ORA/1004/2024,2024-06-09 22:38:54,Orangi 5,Orangi Town,24.951967,66.998083,motorcycle_theft,CRITICAL,knife,yes,karachi_police_fir,22,Sunday
KAL/1021/2024,2024-06-10 15:06:30,Kalakot,Lyari,24.850539,66.991105,motorcycle_theft,HIGH,none,yes,karachi_police_fir,15,Monday
PIR/1023/2024,2024-06-11 06:58:15,Pirabad,Orangi Town,24.922627,66.980748,mobile_snatching,HIGH,firearm,yes,karachi_police_fir,6,Tuesday
DHA/1005/2024,2024-06-14 00:32:53,DHA Phase 4,DHA Phase 4,24.799392,67.070845,motorcycle_theft,HIGH,none,yes,karachi_police_fir,0,Friday
KHA/1022/2024,2024-06-14 22:39:45,Kharadar,Saddar,24.851979,67.004457,car_theft,MEDIUM,blunt_object,yes,karachi_police_fir,22,Friday
NOR/1011/2024,2024-06-19 06:13:06,North Nazimabad,North Nazimabad,24.951118,67.052743,motorcycle_theft,HIGH,none,yes,karachi_police_fir,6,Wednesday
GIZ/1014/2024,2024-06-22 18:06:41,Gizri,DHA Phase 2,24.804919,67.051866,motorcycle_theft,HIGH,knife,yes,karachi_police_fir,18,Saturday
KAL/1009/2024,2024-06-25 02:05:52,Kalakot,Lyari,24.8555,66.991933,motorcycle_theft,HIGH,knife,yes,karachi_police_fir,2,Tuesday
ARA/1024/2024,2024-06-25 12:54:50,Arambagh,Saddar,24.863758,67.014329,mobile_snatching,HIGH,knife,yes,karachi_police_fir,12,Tuesday
TEE/1007/2024,2024-06-25 18:43:12,Teen Talwar,Teen Talwar,24.812781,67.030188,motorcycle_theft,HIGH,knife,yes,karachi_police_fir,18,Tuesday
NOR/1023/2024,2024-06-26 00:56:58,North Nazimabad,North Nazimabad,24.945479,67.058803,mugging,MEDIUM,knife,yes,karachi_police_fir,0,Wednesday
ARA/1025/2024,2024-06-26 09:35:10,Arambagh,Saddar,24.858212,67.007275,motorcycle_theft,HIGH,none,yes,karachi_police_fir,9,Wednesday
KOR/1016/2024,2024-06-26 10:19:45,Korangi,Korangi,24.83614,67.107223,motorcycle_theft,HIGH,none,yes,karachi_police_fir,10,Wednesday
ORA/1009/2024,2024-06-27 13:47:07,Orangi 5,Orangi Town,24.947078,66.99752,motorcycle_theft,HIGH,none,yes,karachi_police_fir,13,Thursday
SUR/1025/2024,2024-06-28 21:33:40,Surjani,Surjani Town,24.987867,67.04591,mobile_snatching,HIGH,none,yes,karachi_police_fir,21,Friday
FER/1010/2024,2024-06-29 15:43:00,Ferozabad,Gulshan-e-Iqbal,24.927207,67.084843,mobile_snatching,HIGH,firearm,yes,karachi_police_fir,15,Saturday
GAR/1019/2024,2024-06-29 17:56:15,Garden,Saddar,24.873765,67.015169,mobile_snatching,HIGH,knife,yes,karachi_police_fir,17,Saturday
GIZ/1001/2024,2024-07-05 03:03:41,Gizri,DHA Phase 2,24.800882,67.046426,motorcycle_theft,HIGH,none,yes,karachi_police_fir,3,Friday
NAP/1011/2024,2024-07-07 00:20:08,Napier,Saddar,24.865555,67.012181,motorcycle_theft,HIGH,none,yes,karachi_police_fir,0,Sunday
KAL/1042/2024,2024-07-08 13:08:18,Kalakot,Lyari,24.851187,66.994912,mobile_snatching,HIGH,none,yes,karachi_police_fir,13,Monday
SUR/1021/2024,2024-07-09 02:43:55,Surjani,Surjani Town,24.97941,67.045907,mobile_snatching,HIGH,firearm,yes,karachi_police_fir,2,Tuesday
LIA/1007/2024,2024-07-10 07:42:44,Liaquatabad,Liaquatabad,24.894303,67.044258,motorcycle_theft,HIGH,knife,yes,karachi_police_fir,7,Wednesday
KHA/1009/2024,2024-07-11 18:43:00,Kharadar,Saddar,24.858868,67.006797,mobile_snatching,HIGH,none,yes,karachi_police_fir,18,Thursday
GUL/1021/2024,2024-07-11 19:05:50,Gulberg,Gulberg,24.921524,67.085021,motorcycle_theft,HIGH,knife,yes,karachi_police_fir,19,Thursday
GAR/1020/2024,2024-07-11 23:15:45,Garden,Saddar,24.871145,67.015691,motorcycle_theft,HIGH,none,yes,karachi_police_fir,23,Thursday
CLI/1004/2024,2024-07-16 11:02:56,Clifton,Clifton,24.823857,67.034523,motorcycle_theft,HIGH,none,yes,karachi_police_fir,11,Tuesday
SOH/1005/2024,2024-07-16 23:26:41,Sohrab Goth,Sohrab Goth,24.946357,67.056247,robbery,CRITICAL,knife,yes,karachi_police_fir,23,Tuesday
BAG/1022/2024,2024-07-16 23:27:54,Baghdadi,Lyari,24.859066,66.995601,mobile_snatching,CRITICAL,knife,yes,karachi_police_fir,23,Tuesday
PIR/1026/2024,2024-07-17 00:26:08,Pirabad,Orangi Town,24.930523,66.990045,motorcycle_theft,HIGH,none,yes,karachi_police_fir,0,Wednesday
DHA/1006/2024,2024-07-18 02:46:47,DHA Phase 4,DHA Phase 4,24.799889,67.064173,mobile_snatching,HIGH,firearm,yes,karachi_police_fir,2,Thursday
TEE/1024/2024,2024-07-20 00:58:07,Teen Talwar,Teen Talwar,24.809401,67.023843,motorcycle_theft,HIGH,none,yes,karachi_police_fir,0,Saturday
GUL/1005/2024,2024-07-22 02:38:02,Gulshan Iqbal,Gulshan-e-Iqbal,24.93959,67.10933,vehicle_hijacking,HIGH,firearm,yes,karachi_police_fir,2,Monday
BAL/1030/2024,2024-07-22 06:24:20,Baldia,Baldia Town,24.914847,66.979021,mugging,MEDIUM,blunt_object,yes,karachi_police_fir,6,Monday
SOH/1009/2024,2024-07-23 11:27:02,Sohrab Goth,Sohrab Goth,24.955685,67.057836,motorcycle_theft,HIGH,knife,yes,karachi_police_fir,11,Tuesday
KOR/1002/2024,2024-07-23 18:39:53,Korangi,Korangi,24.834789,67.114186,motorcycle_theft,HIGH,none,yes,karachi_police_fir,18,Tuesday
ORA/1038/2024,2024-07-24 19:37:50,Orangi 5,Orangi Town,24.951229,66.995744,motorcycle_theft,HIGH,none,yes,karachi_police_fir,19,Wednesday
KOR/1022/2024,2024-07-28 04:31:04,Korangi,Korangi,24.82211,67.12207,mugging,MEDIUM,blunt_object,yes,karachi_police_fir,4,Sunday
DHA/1001/2024,2024-07-29 02:43:17,DHA Phase 6,DHA Phase 6,24.767961,67.074078,vehicle_hijacking,HIGH,firearm,yes,karachi_police_fir,2,Monday
BAL/1012/2024,2024-08-06 16:20:55,Baldia,Baldia Town,24.911767,66.980107,motorcycle_theft,HIGH,none,yes,karachi_police_fir,16,Tuesday
NOR/1002/2024,2024-08-07 18:33:51,North Nazimabad,North Nazimabad,24.94702,67.065124,mobile_snatching,HIGH,none,yes,karachi_police_fir,18,Wednesday
KOR/1021/2024,2024-08-07 21:45:43,Korangi,Korangi,24.826441,67.104012,vehicle_hijacking,HIGH,firearm,yes,karachi_police_fir,21,Wednesday
LAN/1026/2024,2024-08-09 17:07:23,Landhi,Landhi,24.863766,67.17903,motorcycle_theft,HIGH,none,yes,karachi_police_fir,17,Friday
LAN/1004/2024,2024-08-10 17:14:56,Landhi,Landhi,24.856136,67.168781,mobile_snatching,HIGH,firearm,yes,karachi_police_fir,17,Saturday
MOM/1023/2024,2024-08-12 18:41:28,Mominabad,Orangi Town,24.945549,66.991015,motorcycle_theft,HIGH,none,yes,karachi_police_fir,18,Monday
ORA/1028/2024,2024-08-13 03:03:21,Orangi 5,Orangi Town,24.948977,67.004742,robbery,HIGH,firearm,yes,karachi_police_fir,3,Tuesday
DHA/1009/2024,2024-08-13 23:01:33,DHA Phase 4,DHA Phase 4,24.791209,67.069839,mobile_snatching,HIGH,knife,yes,karachi_police_fir,23,Tuesday
LIA/1020/2024,2024-08-14 03:24:28,Liaquatabad,Liaquatabad,24.895852,67.038647,motorcycle_theft,HIGH,none,yes,karachi_police_fir,3,Wednesday
LIA/1015/2024,2024-08-15 21:17:19,Liaquatabad,Liaquatabad,24.898278,67.042887,mobile_snatching,HIGH,firearm,yes,karachi_police_fir,21,Thursday
ORA/1011/2024,2024-08-16 05:16:00,Orangi 5,Orangi Town,24.949583,66.996664,motorcycle_theft,HIGH,knife,yes,karachi_police_fir,5,Friday
GUL/1009/2024,2024-08-16 07:46:30,Gulshan Iqbal,Gulshan-e-Iqbal,24.941624,67.107916,motorcycle_theft,HIGH,none,yes,karachi_police_fir,7,Friday
LAN/1007/2024,2024-08-16 18:38:19,Landhi,Landhi,24.867677,67.171146,mobile_snatching,HIGH,firearm,yes,karachi_police_fir,18,Friday
KAL/1003/2024,2024-08-17 09:00:29,Kalakot,Lyari,24.857437,66.993734,motorcycle_theft,HIGH,none,yes,karachi_police_fir,9,Saturday
LIA/1019/2024,2024-08-18 00:15:55,Liaquatabad,Liaquatabad,24.902761,67.045183,motorcycle_theft,HIGH,knife,yes,karachi_police_fir,0,Sunday
SUR/1020/2024,2024-08-20 01:47:07,Surjani,Surjani Town,24.981112,67.043189,vehicle_hijacking,HIGH,firearm,yes,karachi_police_fir,1,Tuesday
GUL/1024/2024,2024-08-20 08:09:48,Gulshan Iqbal,Gulshan-e-Iqbal,24.929131,67.104413,mobile_snatching,HIGH,none,yes,karachi_police_fir,8,Tuesday
SUR/1002/2024,2024-08-20 12:03:57,Surjani,Surjani Town,24.980571,67.049294,motorcycle_theft,HIGH,none,yes,karachi_police_fir,12,Tuesday
GUL/1040/2024,2024-08-20 23:11:28,Gulshan Iqbal,Gulshan-e-Iqbal,24.941174,67.111067,motorcycle_theft,HIGH,none,yes,karachi_police_fir,23,Tuesday
TEE/1025/2024,2024-08-22 14:06:54,Teen Talwar,Teen Talwar,24.805482,67.032272,motorcycle_theft,HIGH,none,yes,karachi_police_fir,14,Thursday
KAL/1030/2024,2024-08-22 15:25:36,Kalakot,Lyari,24.853521,66.993486,motorcycle_theft,HIGH,none,yes,karachi_police_fir,15,Thursday
NEW/1026/2024,2024-08-22 23:23:05,New Karachi,New Karachi,24.97703,67.07988,mobile_snatching,HIGH,none,yes,karachi_police_fir,23,Thursday
KOR/1008/2024,2024-08-25 11:53:33,Korangi,Korangi,24.826632,67.101513,mobile_snatching,HIGH,firearm,yes,karachi_police_fir,11,Sunday
PAK/1005/2024,2024-08-26 01:37:19,Pak Colony,Pak Colony,24.907767,67.001923,motorcycle_theft,HIGH,none,yes,karachi_police_fir,1,Monday
BAL/1003/2024,2024-08-26 20:51:38,Baldia,Baldia Town,24.903302,66.975575,motorcycle_theft,HIGH,none,yes,karachi_police_fir,20,Monday
KOR/1003/2024,2024-09-02 13:22:18,Korangi Creek,DHA Phase 8,24.803871,67.10417,motorcycle_theft,HIGH,none,yes,karachi_police_fir,13,Monday
NOR/1003/2024,2024-09-03 02:49:49,North Nazimabad,North Nazimabad,24.952123,67.0536,assault,MEDIUM,none,yes,karachi_police_fir,2,Tuesday
GUL/1011/2024,2024-09-03 23:21:17,Gulberg,Gulberg,24.912534,67.081271,mobile_snatching,HIGH,firearm,yes,karachi_police_fir,23,Tuesday
MAL/1003/2024,2024-09-06 23:00:52,Malir,Malir,24.910406,67.196566,motorcycle_theft,HIGH,none,yes,karachi_police_fir,23,Friday
SOH/1038/2024,2024-09-11 10:57:04,Sohrab Goth,Sohrab Goth,24.948913,67.055307,mobile_snatching,HIGH,none,yes,karachi_police_fir,10,Wednesday
KEM/1007/2024,2024-09-13 10:37:26,Kemari,Kemari,24.844105,66.976912,mobile_snatching,HIGH,none,yes,karachi_police_fir,10,Friday
SOH/1013/2024,2024-09-14 20:42:45,Sohrab Goth,Sohrab Goth,24.9617,67.052179,mobile_snatching,CRITICAL,firearm,yes,karachi_police_fir,20,Saturday
PAK/1031/2024,2024-09-14 23:26:00,Pak Colony,Pak Colony,24.912549,66.996685,motorcycle_theft,HIGH,none,yes,karachi_police_fir,23,Saturday
PAK/1016/2024,2024-09-15 02:11:46,Pak Colony,Pak Colony,24.909318,66.990397,mobile_snatching,HIGH,knife,yes,karachi_police_fir,2,Sunday
ARA/1017/2024,2024-09-15 12:34:25,Arambagh,Saddar,24.852982,67.004995,motorcycle_theft,HIGH,knife,yes,karachi_police_fir,12,Sunday
PIR/1009/2024,2024-09-16 20:02:12,Pirabad,Orangi Town,24.931739,66.983212,robbery,CRITICAL,knife,yes,karachi_police_fir,20,Monday
PIR/1012/2024,2024-09-17 19:05:55,Pirabad,Orangi Town,24.923409,66.989493,motorcycle_theft,HIGH,knife,yes,karachi_police_fir,19,Tuesday
PAK/1004/2024,2024-09-19 22:27:52,Pak Colony,Pak Colony,24.911139,66.994267,mobile_snatching,HIGH,firearm,yes,karachi_police_fir,22,Thursday
PIR/1042/2024,2024-09-20 17:48:12,Pirabad,Orangi Town,24.931838,66.995492,motorcycle_theft,HIGH,none,yes,karachi_police_fir,17,Friday
SUR/1031/2024,2024-09-20 20:12:24,Surjani,Surjani Town,24.984767,67.038899,mobile_snatching,HIGH,firearm,yes,karachi_police_fir,20,Friday
MAL/1022/2024,2024-09-22 01:20:51,Malir,Malir,24.909902,67.193691,motorcycle_theft,HIGH,none,yes,karachi_police_fir,1,Sunday
ARA/1027/2024,2024-09-24 00:33:10,Arambagh,Saddar,24.853683,67.009997,mobile_snatching,HIGH,none,yes,karachi_police_fir,0,Tuesday
GUL/1029/2024,2024-09-27 13:48:12,Gulberg,Gulberg,24.912225,67.077744,car_theft,MEDIUM,none,yes,karachi_police_fir,13,Friday
GAR/1001/2024,2024-09-30 02:06:26,Garden,Saddar,24.874756,67.015549,motorcycle_theft,HIGH,none,yes,karachi_police_fir,2,Monday
MOM/1013/2024,2024-10-05 01:48:11,Mominabad,Orangi Town,24.929211,66.995263,mobile_snatching,HIGH,knife,yes,karachi_police_fir,1,Saturday
GAR/1018/2024,2024-10-05 20:03:19,Garden,Saddar,24.869724,67.014346,motorcycle_theft,HIGH,none,yes,karachi_police_fir,20,Saturday
LIA/1012/2024,2024-10-06 10:28:25,Liaquatabad,Liaquatabad,24.9023,67.035286,mobile_snatching,HIGH,firearm,yes,karachi_police_fir,10,Sunday
ORA/1002/2024,2024-10-07 06:58:08,Orangi 5,Orangi Town,24.950354,66.996079,motorcycle_theft,HIGH,knife,yes,karachi_police_fir,6,Monday
KEM/1005/2024,2024-10-08 19:02:28,Kemari,Kemari,24.841695,66.964591,motorcycle_theft,HIGH,knife,yes,karachi_police_fir,19,Tuesday
ORA/1015/2024,2024-10-09 00:29:09,Orangi 5,Orangi Town,24.942603,66.996,mobile_snatching,HIGH,firearm,yes,karachi_police_fir,0,Wednesday
NOR/1029/2024,2024-10-10 18:03:11,North Nazimabad,North Nazimabad,24.95037,67.054364,mobile_snatching,HIGH,knife,yes,karachi_police_fir,18,Thursday
MOM/1045/2024,2024-10-12 18:13:06,Mominabad,Orangi Town,24.92759,66.990024,motorcycle_theft,HIGH,knife,yes,karachi_police_fir,18,Saturday
TEE/1002/2024,2024-10-13 03:17:29,Teen Talwar,Teen Talwar,24.807839,67.025659,motorcycle_theft,HIGH,none,yes,karachi_police_fir,3,Sunday
BAL/1019/2024,2024-10-13 12:48:07,Baldia,Baldia Town,24.907395,66.975979,mobile_snatching,HIGH,none,yes,karachi_police_fir,12,Sunday
KOR/1019/2024,2024-10-14 14:14:55,Korangi,Korangi,24.832294,67.104688,house_burglary,MEDIUM,none,yes,karachi_police_fir,14,Monday
GUL/1008/2024,2024-10-14 17:41:01,Gulberg,Gulberg,24.914317,67.077605,mobile_snatching,HIGH,firearm,yes,karachi_police_fir,17,Monday
KAL/1028/2024,2024-10-18 20:39:45,Kalakot,Lyari,24.858717,66.994756,motorcycle_theft,CRITICAL,none,yes,karachi_police_fir,20,Friday
FER/1018/2024,2024-10-20 22:53:41,Ferozabad,Gulshan-e-Iqbal,24.920529,67.082843,motorcycle_theft,HIGH,none,yes,karachi_police_fir,22,Sunday
SUR/1005/2024,2024-10-24 12:26:00,Surjani,Surjani Town,25.002334,67.037964,car_theft,MEDIUM,none,yes,karachi_police_fir,12,Thursday
BAG/1005/2024,2024-10-24 18:02:54,Baghdadi,Lyari,24.847551,66.986122,motorcycle_theft,HIGH,knife,yes,karachi_police_fir,18,Thursday
BAH/1001/2024,2024-10-25 16:34:51,Bahria Town,Bahria Town,24.860547,67.27006,motorcycle_theft,HIGH,none,yes,karachi_police_fir,16,Friday
NAP/1025/2024,2024-10-28 11:12:53,Napier,Saddar,24.862303,67.004956,motorcycle_theft,HIGH,none,yes,karachi_police_fir,11,Monday
NEW/1002/2024,2024-10-28 18:49:53,New Karachi,New Karachi,24.973692,67.067837,robbery,HIGH,firearm,yes,karachi_police_fir,18,Monday
KEM/1031/2024,2024-11-03 02:12:47,Kemari,Kemari,24.845589,66.96654,motorcycle_theft,HIGH,none,yes,karachi_police_fir,2,Sunday
BAG/1013/2024,2024-11-03 02:57:15,Baghdadi,Lyari,24.85314,66.998318,motorcycle_theft,HIGH,knife,yes,karachi_police_fir,2,Sunday
PIR/1013/2024,2024-11-03 23:42:10,Pirabad,Orangi Town,24.923473,66.979544,vehicle_hijacking,CRITICAL,knife,yes,karachi_police_fir,23,Sunday
NOR/1004/2024,2024-11-04 18:33:06,North Nazimabad,North Nazimabad,24.954581,67.059595,motorcycle_theft,HIGH,knife,yes,karachi_police_fir,18,Monday
KHA/1029/2024,2024-11-07 21:03:08,Kharadar,Saddar,24.849081,66.999088,mobile_snatching,HIGH,firearm,yes,karachi_police_fir,21,Thursday
LIA/1001/2024,2024-11-08 01:40:15,Liaquatabad,Liaquatabad,24.901803,67.038759,mugging,MEDIUM,blunt_object,yes,karachi_police_fir,1,Friday
GUL/1028/2024,2024-11-08 22:13:27,Gulberg,Gulberg,24.920611,67.088683,motorcycle_theft,HIGH,knife,yes,karachi_police_fir,22,Friday
ORA/1044/2024,2024-11-09 23:28:52,Orangi 5,Orangi Town,24.947016,66.994092,motorcycle_theft,CRITICAL,none,yes,karachi_police_fir,23,Saturday
MOM/1031/2024,2024-11-10 06:16:40,Mominabad,Orangi Town,24.927072,66.996671,motorcycle_theft,HIGH,knife,yes,karachi_police_fir,6,Sunday
NAP/1014/2024,2024-11-12 15:26:37,Napier,Saddar,24.868707,67.004327,mobile_snatching,HIGH,none,yes,karachi_police_fir,15,Tuesday
FER/1002/2024,2024-11-12 21:14:03,Ferozabad,Gulshan-e-Iqbal,24.92116,67.09748,motorcycle_theft,HIGH,none,yes,karachi_police_fir,21,Tuesday
KEM/1018/2024,2024-11-14 21:00:56,Kemari,Kemari,24.838903,66.965533,mobile_snatching,HIGH,none,yes,karachi_police_fir,21,Thursday
GIZ/1013/2024,2024-11-16 05:48:37,Gizri,DHA Phase 2,24.799368,67.04837,car_theft,MEDIUM,none,yes,karachi_police_fir,5,Saturday
LIA/1002/2024,2024-11-21 09:41:08,Liaquatabad,Liaquatabad,24.906617,67.033217,motorcycle_theft,HIGH,none,yes,karachi_police_fir,9,Thursday
CLI/1010/2024,2024-11-25 17:11:05,Clifton,Clifton,24.813107,67.034564,vehicle_hijacking,HIGH,knife,yes,karachi_police_fir,17,Monday
NOR/1012/2024,2024-11-25 18:21:17,North Nazimabad,North Nazimabad,24.946446,67.067713,motorcycle_theft,HIGH,knife,yes,karachi_police_fir,18,Monday
NOR/1024/2024,2024-11-27 04:27:09,North Nazimabad,North Nazimabad,24.95495,67.065268,motorcycle_theft,HIGH,none,yes,karachi_police_fir,4,Wednesday
CLI/1016/2024,2024-11-27 06:12:55,Clifton,Clifton,24.810002,67.034571,motorcycle_theft,HIGH,none,yes,karachi_police_fir,6,Wednesday
PIR/1034/2024,2024-11-28 22:35:04,Pirabad,Orangi Town,24.923884,66.989437,vehicle_hijacking,CRITICAL,firearm,yes,karachi_police_fir,22,Thursday
